	SPU_peptide	diadema.best
OG0021550	SPU_016563	
OG0021551	SPU_016564	
OG0021552	SPU_016566	
OG0021553	SPU_016570	
OG0021554	SPU_016571	
OG0021555	SPU_016572	
OG0021556	SPU_016573	
OG0021557	SPU_016575	
OG0021558	SPU_016577	
OG0021559	SPU_016579	
OG0021560	SPU_016580	
OG0021561	SPU_016582	
OG0021562	SPU_016589	
OG0021563	SPU_016593	
OG0021564	SPU_016598	
OG0021565	SPU_016607	
OG0021566	SPU_016615	
OG0021567	SPU_016618	
OG0021568	SPU_016619	
OG0021569	SPU_016620	
OG0021570	SPU_016621	
OG0021571	SPU_016622	
OG0021572	SPU_016623	
OG0021573	SPU_016624	
OG0021574	SPU_016625	
OG0021575	SPU_016626	
OG0021576	SPU_016629	
OG0021577	SPU_016630	
OG0021578	SPU_016632	
OG0021579	SPU_016641	
OG0021580	SPU_016642	
OG0021581	SPU_016645	
OG0021582	SPU_016646	
OG0021583	SPU_016654	
OG0021584	SPU_016656	
OG0021585	SPU_016659	
OG0021586	SPU_016662	
OG0021587	SPU_016664	
OG0021588	SPU_016670	
OG0021589	SPU_016674	
OG0021590	SPU_016677	
OG0021591	SPU_016678	
OG0021592	SPU_016681	
OG0021593	SPU_016682	
OG0021594	SPU_016684	
OG0021595	SPU_016686	
OG0021596	SPU_016690	
OG0021597	SPU_016694	
OG0021598	SPU_016695	
OG0021599	SPU_016697	
OG0021600	SPU_016704	
OG0021601	SPU_016710	
OG0021602	SPU_016714	
OG0021603	SPU_016715	
OG0021604	SPU_016719	
OG0021605	SPU_016721	
OG0021606	SPU_016722	
OG0021607	SPU_016724	
OG0021608	SPU_016725	
OG0021609	SPU_016741	
OG0021610	SPU_016742	
OG0021611	SPU_016745	
OG0021612	SPU_016749	
OG0021613	SPU_016750	
OG0021614	SPU_016755	
OG0021615	SPU_016756	
OG0021616	SPU_016759	
OG0021617	SPU_016760	
OG0021618	SPU_016764	
OG0021619	SPU_016765	
OG0021620	SPU_016766	
OG0021621	SPU_016768	
OG0021622	SPU_016770	
OG0021623	SPU_016773	
OG0021624	SPU_016774	
OG0021625	SPU_016778	
OG0021626	SPU_016779	
OG0021627	SPU_016782	
OG0021628	SPU_016788	
OG0021629	SPU_016789	
OG0021630	SPU_016796	
OG0021631	SPU_016797	
OG0021632	SPU_016800	
OG0021633	SPU_016803	
OG0021634	SPU_016804	
OG0021635	SPU_016811	
OG0021636	SPU_016812	
OG0021637	SPU_016813	
OG0021638	SPU_016814	
OG0021639	SPU_016815	
OG0021640	SPU_016819	
OG0021641	SPU_016820	
OG0021642	SPU_016821	
OG0021643	SPU_016834	
OG0021644	SPU_016835	
OG0021645	SPU_016837	
OG0021646	SPU_016838	
OG0021647	SPU_016845	
OG0021648	SPU_016855	
OG0021649	SPU_016856	
OG0021650	SPU_016858	
OG0021651	SPU_016859	
OG0021652	SPU_016861	
OG0021653	SPU_016862	
OG0021654	SPU_016863	
OG0021655	SPU_016867	
OG0021656	SPU_016869	
OG0021657	SPU_016870	
OG0021658	SPU_016871	
OG0021659	SPU_016872	
OG0021660	SPU_016873	
OG0021661	SPU_016875	
OG0021662	SPU_016877	
OG0021663	SPU_016879	
OG0021664	SPU_016883	
OG0021665	SPU_016887	
OG0021666	SPU_016891	
OG0021667	SPU_016896	
OG0021668	SPU_016905	
OG0021669	SPU_016908	
OG0021670	SPU_016909	
OG0021671	SPU_016911	
OG0021672	SPU_016912	
OG0021673	SPU_016915	
OG0021674	SPU_016925	
OG0021675	SPU_016929	
OG0021676	SPU_016931	
OG0021677	SPU_016933	
OG0021678	SPU_016935	
OG0021679	SPU_016945	
OG0021680	SPU_016949	
OG0021681	SPU_016950	
OG0021682	SPU_016953	
OG0021683	SPU_016965	
OG0021684	SPU_016966	
OG0021685	SPU_016967	
OG0021686	SPU_016971	
OG0021687	SPU_016972	
OG0021688	SPU_016973	
OG0021689	SPU_016975	
OG0021690	SPU_016977	
OG0021691	SPU_016979	
OG0021692	SPU_016981	
OG0021693	SPU_016984	
OG0021694	SPU_016985	
OG0021695	SPU_016987	
OG0021696	SPU_016990	
OG0021697	SPU_016997	
OG0021698	SPU_017001	
OG0021699	SPU_017004	
OG0021700	SPU_017006	
OG0021701	SPU_017008	
OG0021702	SPU_017010	
OG0021703	SPU_017012	
OG0021704	SPU_017014	
OG0021705	SPU_017015	
OG0021706	SPU_017017	
OG0021707	SPU_017020	
OG0021708	SPU_017021	
OG0021709	SPU_017025	
OG0021710	SPU_017030	
OG0021711	SPU_017033	
OG0021712	SPU_017034	
OG0021713	SPU_017035	
OG0021714	SPU_017036	
OG0021715	SPU_017037	
OG0021716	SPU_017041	
OG0021717	SPU_017042	
OG0021718	SPU_017045	
OG0021719	SPU_017046	
OG0021720	SPU_017049	
OG0021721	SPU_017050	
OG0021722	SPU_017053	
OG0021723	SPU_017056	
OG0021724	SPU_017057	
OG0021725	SPU_017060	
OG0021726	SPU_017061	
OG0021727	SPU_017063	
OG0021728	SPU_017064	
OG0021729	SPU_017065	
OG0021730	SPU_017066	
OG0021731	SPU_017067	
OG0021732	SPU_017068	
OG0021733	SPU_017069	
OG0021734	SPU_017071	
OG0021735	SPU_017083	
OG0021736	SPU_017085	
OG0021737	SPU_017087	
OG0021738	SPU_017089	
OG0021739	SPU_017097	
OG0021740	SPU_017098	
OG0021741	SPU_017101	
OG0021742	SPU_017102	
OG0021743	SPU_017113	
OG0021744	SPU_017116	
OG0021745	SPU_017119	
OG0021746	SPU_017120	
OG0021747	SPU_017121	
OG0021748	SPU_017122	
OG0021749	SPU_017123	
OG0021750	SPU_017130	
OG0021751	SPU_017131	
OG0021752	SPU_017134	
OG0021753	SPU_017140	
OG0021754	SPU_017149	
OG0021755	SPU_017150	
OG0021756	SPU_017153	
OG0021757	SPU_017156	
OG0021758	SPU_017162	
OG0021759	SPU_017168	
OG0021760	SPU_017169	
OG0021761	SPU_017173	
OG0021762	SPU_017179	
OG0021763	SPU_017180	
OG0021764	SPU_017181	
OG0021765	SPU_017182	
OG0021766	SPU_017184	
OG0021767	SPU_017185	
OG0021768	SPU_017186	
OG0021769	SPU_017188	
OG0021770	SPU_017189	
OG0021771	SPU_017191	
OG0021772	SPU_017192	
OG0021773	SPU_017195	
OG0021774	SPU_017199	
OG0021775	SPU_017205	
OG0021776	SPU_017209	
OG0021777	SPU_017210	
OG0021778	SPU_017213	
OG0021779	SPU_017217	
OG0021780	SPU_017218	
OG0021781	SPU_017222	
OG0021782	SPU_017223	
OG0021783	SPU_017224	
OG0021784	SPU_017225	
OG0021785	SPU_017227	
OG0021786	SPU_017229	
OG0021787	SPU_017230	
OG0021788	SPU_017231	
OG0021789	SPU_017232	
OG0021790	SPU_017235	
OG0021791	SPU_017236	
OG0021792	SPU_017237	
OG0021793	SPU_017241	
OG0021794	SPU_017243	
OG0021795	SPU_017247	
OG0021796	SPU_017250	
OG0021797	SPU_017254	
OG0021798	SPU_017255	
OG0021799	SPU_017258	
OG0021800	SPU_017263	
OG0021801	SPU_017265	
OG0021802	SPU_017266	
OG0021803	SPU_017268	
OG0021804	SPU_017270	
OG0021805	SPU_017272	
OG0021806	SPU_017273	
OG0021807	SPU_017274	
OG0021808	SPU_017275	
OG0021809	SPU_017276	
OG0021810	SPU_017279	
OG0021811	SPU_017282	
OG0021812	SPU_017284	
OG0021813	SPU_017285	
OG0021814	SPU_017290	
OG0021815	SPU_017291	
OG0021816	SPU_017292	
OG0021817	SPU_017296	
OG0021818	SPU_017297	
OG0021819	SPU_017298	
OG0021820	SPU_017299	
OG0021821	SPU_017300	
OG0021822	SPU_017303	
OG0021823	SPU_017304	
OG0021824	SPU_017305	
OG0021825	SPU_017306	
OG0021826	SPU_017310	
OG0021827	SPU_017311	
OG0021828	SPU_017315	
OG0021829	SPU_017317	
OG0021830	SPU_017322	
OG0021831	SPU_017323	
OG0021832	SPU_017324	
OG0021833	SPU_017325	
OG0021834	SPU_017328	
OG0021835	SPU_017334	
OG0021836	SPU_017335	
OG0021837	SPU_017337	
OG0021838	SPU_017343	
OG0021839	SPU_017349	
OG0021840	SPU_017353	
OG0021841	SPU_017354	
OG0021842	SPU_017356	
OG0021843	SPU_017360	
OG0021844	SPU_017362	
OG0021845	SPU_017364	
OG0021846	SPU_017365	
OG0021847	SPU_017366	
OG0021848	SPU_017368	
OG0021849	SPU_017369	
OG0021850	SPU_017372	
OG0021851	SPU_017378	
OG0021852	SPU_017381	
OG0021853	SPU_017382	
OG0021854	SPU_017383	
OG0021855	SPU_017384	
OG0021856	SPU_017388	
OG0021857	SPU_017389	
OG0021858	SPU_017390	
OG0021859	SPU_017391	
OG0021860	SPU_017392	
OG0021861	SPU_017393	
OG0021862	SPU_017394	
OG0021863	SPU_017395	
OG0021864	SPU_017396	
OG0021865	SPU_017398	
OG0021866	SPU_017399	
OG0021867	SPU_017405	
OG0021868	SPU_017408	
OG0021869	SPU_017412	
OG0021870	SPU_017416	
OG0021871	SPU_017418	
OG0021872	SPU_017420	
OG0021873	SPU_017422	
OG0021874	SPU_017423	
OG0021875	SPU_017425	
OG0021876	SPU_017428	
OG0021877	SPU_017431	
OG0021878	SPU_017432	
OG0021879	SPU_017435	
OG0021880	SPU_017442	
OG0021881	SPU_017446	
OG0021882	SPU_017454	
OG0021883	SPU_017459	
OG0021884	SPU_017461	
OG0021885	SPU_017465	
OG0021886	SPU_017471	
OG0021887	SPU_017472	
OG0021888	SPU_017474	
OG0021889	SPU_017475	
OG0021890	SPU_017476	
OG0021891	SPU_017479	
OG0021892	SPU_017483	
OG0021893	SPU_017489	
OG0021894	SPU_017490	
OG0021895	SPU_017495	
OG0021896	SPU_017496	
OG0021897	SPU_017497	
OG0021898	SPU_017498	
OG0021899	SPU_017499	
OG0021900	SPU_017501	
OG0021901	SPU_017510	
OG0021902	SPU_017512	
OG0021903	SPU_017514	
OG0021904	SPU_017516	
OG0021905	SPU_017518	
OG0021906	SPU_017519	
OG0021907	SPU_017524	
OG0021908	SPU_017525	
OG0021909	SPU_017526	
OG0021910	SPU_017534	
OG0021911	SPU_017535	
OG0021912	SPU_017539	
OG0021913	SPU_017540	
OG0021914	SPU_017543	
OG0021915	SPU_017544	
OG0021916	SPU_017545	
OG0021917	SPU_017549	
OG0021918	SPU_017552	
OG0021919	SPU_017554	
OG0021920	SPU_017555	
OG0021921	SPU_017556	
OG0021922	SPU_017557	
OG0021923	SPU_017560	
OG0021924	SPU_017562	
OG0021925	SPU_017565	
OG0021926	SPU_017566	
OG0021927	SPU_017570	
OG0021928	SPU_017576	
OG0021929	SPU_017577	
OG0021930	SPU_017581	
OG0021931	SPU_017583	
OG0021932	SPU_017587	
OG0021933	SPU_017588	
OG0021934	SPU_017590	
OG0021935	SPU_017596	
OG0021936	SPU_017598	
OG0021937	SPU_017599	
OG0021938	SPU_017603	
OG0021939	SPU_017607	
OG0021940	SPU_017610	
OG0021941	SPU_017611	
OG0021942	SPU_017613	
OG0021943	SPU_017614	
OG0021944	SPU_017615	
OG0021945	SPU_017618	
OG0021946	SPU_017622	
OG0021947	SPU_017625	
OG0021948	SPU_017632	
OG0021949	SPU_017643	
OG0021950	SPU_017653	
OG0021951	SPU_017654	
OG0021952	SPU_017655	
OG0021953	SPU_017659	
OG0021954	SPU_017660	
OG0021955	SPU_017665	
OG0021956	SPU_017666	
OG0021957	SPU_017670	
OG0021958	SPU_017672	
OG0021959	SPU_017673	
OG0021960	SPU_017674	
OG0021961	SPU_017678	
OG0021962	SPU_017679	
OG0021963	SPU_017683	
OG0021964	SPU_017685	
OG0021965	SPU_017692	
OG0021966	SPU_017693	
OG0021967	SPU_017697	
OG0021968	SPU_017699	
OG0021969	SPU_017700	
OG0021970	SPU_017702	
OG0021971	SPU_017704	
OG0021972	SPU_017710	
OG0021973	SPU_017712	
OG0021974	SPU_017714	
OG0021975	SPU_017717	
OG0021976	SPU_017718	
OG0021977	SPU_017719	
OG0021978	SPU_017724	
OG0021979	SPU_017729	
OG0021980	SPU_017730	
OG0021981	SPU_017731	
OG0021982	SPU_017732	
OG0021983	SPU_017734	
OG0021984	SPU_017737	
OG0021985	SPU_017740	
OG0021986	SPU_017741	
OG0021987	SPU_017744	
OG0021988	SPU_017747	
OG0021989	SPU_017748	
OG0021990	SPU_017757	
OG0021991	SPU_017758	
OG0021992	SPU_017763	
OG0021993	SPU_017764	
OG0021994	SPU_017767	
OG0021995	SPU_017769	
OG0021996	SPU_017770	
OG0021997	SPU_017771	
OG0021998	SPU_017773	
OG0021999	SPU_017774	
OG0022000	SPU_017775	
OG0022001	SPU_017782	
OG0022002	SPU_017784	
OG0022003	SPU_017786	
OG0022004	SPU_017787	
OG0022005	SPU_017788	
OG0022006	SPU_017795	
OG0022007	SPU_017800	
OG0022008	SPU_017803	
OG0022009	SPU_017805	
OG0022010	SPU_017808	
OG0022011	SPU_017812	
OG0022012	SPU_017818	
OG0022013	SPU_017821	
OG0022014	SPU_017826	
OG0022015	SPU_017831	
OG0022016	SPU_017833	
OG0022017	SPU_017835	
OG0022018	SPU_017845	
OG0022019	SPU_017851	
OG0022020	SPU_017852	
OG0022021	SPU_017856	
OG0022022	SPU_017857	
OG0022023	SPU_017858	
OG0022024	SPU_017859	
OG0022025	SPU_017867	
OG0022026	SPU_017873	
OG0022027	SPU_017878	
OG0022028	SPU_017879	
OG0022029	SPU_017881	
OG0022030	SPU_017884	
OG0022031	SPU_017885	
OG0022032	SPU_017887	
OG0022033	SPU_017890	
OG0022034	SPU_017891	
OG0022035	SPU_017900	
OG0022036	SPU_017902	
OG0022037	SPU_017905	
OG0022038	SPU_017906	
OG0022039	SPU_017907	
OG0022040	SPU_017908	
OG0022041	SPU_017909	
OG0022042	SPU_017914	
OG0022043	SPU_017915	
OG0022044	SPU_017917	
OG0022045	SPU_017919	
OG0022046	SPU_017922	
OG0022047	SPU_017924	
OG0022048	SPU_017925	
OG0022049	SPU_017926	
OG0022050	SPU_017934	
OG0022051	SPU_017935	
OG0022052	SPU_017936	
OG0022053	SPU_017941	
OG0022054	SPU_017951	
OG0022055	SPU_017953	
OG0022056	SPU_017957	
OG0022057	SPU_017961	
OG0022058	SPU_017962	
OG0022059	SPU_017969	
OG0022060	SPU_017982	
OG0022061	SPU_017984	
OG0022062	SPU_017996	
OG0022063	SPU_017999	
OG0022064	SPU_018001	
OG0022065	SPU_018002	
OG0022066	SPU_018004	
OG0022067	SPU_018005	
OG0022068	SPU_018007	
OG0022069	SPU_018009	
OG0022070	SPU_018011	
OG0022071	SPU_018013	
OG0022072	SPU_018023	
OG0022073	SPU_018025	
OG0022074	SPU_018032	
OG0022075	SPU_018034	
OG0022076	SPU_018037	
OG0022077	SPU_018040	
OG0022078	SPU_018041	
OG0022079	SPU_018042	
OG0022080	SPU_018044	
OG0022081	SPU_018045	
OG0022082	SPU_018047	
OG0022083	SPU_018048	
OG0022084	SPU_018050	
OG0022085	SPU_018051	
OG0022086	SPU_018052	
OG0022087	SPU_018054	
OG0022088	SPU_018056	
OG0022089	SPU_018057	
OG0022090	SPU_018058	
OG0022091	SPU_018064	
OG0022092	SPU_018069	
OG0022093	SPU_018076	
OG0022094	SPU_018084	
OG0022095	SPU_018087	
OG0022096	SPU_018089	
OG0022097	SPU_018093	
OG0022098	SPU_018094	
OG0022099	SPU_018095	
OG0022100	SPU_018096	
OG0022101	SPU_018104	
OG0022102	SPU_018105	
OG0022103	SPU_018106	
OG0022104	SPU_018111	
OG0022105	SPU_018115	
OG0022106	SPU_018116	
OG0022107	SPU_018118	
OG0022108	SPU_018120	
OG0022109	SPU_018122	
OG0022110	SPU_018128	
OG0022111	SPU_018129	
OG0022112	SPU_018134	
OG0022113	SPU_018136	
OG0022114	SPU_018143	
OG0022115	SPU_018147	
OG0022116	SPU_018150	
OG0022117	SPU_018154	
OG0022118	SPU_018157	
OG0022119	SPU_018159	
OG0022120	SPU_018167	
OG0022121	SPU_018180	
OG0022122	SPU_018182	
OG0022123	SPU_018183	
OG0022124	SPU_018186	
OG0022125	SPU_018188	
OG0022126	SPU_018200	
OG0022127	SPU_018201	
OG0022128	SPU_018202	
OG0022129	SPU_018206	
OG0022130	SPU_018208	
OG0022131	SPU_018214	
OG0022132	SPU_018215	
OG0022133	SPU_018217	
OG0022134	SPU_018223	
OG0022135	SPU_018227	
OG0022136	SPU_018229	
OG0022137	SPU_018231	
OG0022138	SPU_018235	
OG0022139	SPU_018236	
OG0022140	SPU_018239	
OG0022141	SPU_018245	
OG0022142	SPU_018247	
OG0022143	SPU_018255	
OG0022144	SPU_018257	
OG0022145	SPU_018259	
OG0022146	SPU_018263	
OG0022147	SPU_018264	
OG0022148	SPU_018266	
OG0022149	SPU_018267	
OG0022150	SPU_018268	
OG0022151	SPU_018269	
OG0022152	SPU_018273	
OG0022153	SPU_018274	
OG0022154	SPU_018275	
OG0022155	SPU_018283	
OG0022156	SPU_018285	
OG0022157	SPU_018286	
OG0022158	SPU_018289	
OG0022159	SPU_018292	
OG0022160	SPU_018293	
OG0022161	SPU_018296	
OG0022162	SPU_018299	
OG0022163	SPU_018301	
OG0022164	SPU_018302	
OG0022165	SPU_018303	
OG0022166	SPU_018305	
OG0022167	SPU_018307	
OG0022168	SPU_018309	
OG0022169	SPU_018310	
OG0022170	SPU_018311	
OG0022171	SPU_018313	
OG0022172	SPU_018316	
OG0022173	SPU_018317	
OG0022174	SPU_018319	
OG0022175	SPU_018320	
OG0022176	SPU_018325	
OG0022177	SPU_018327	
OG0022178	SPU_018332	
OG0022179	SPU_018334	
OG0022180	SPU_018336	
OG0022181	SPU_018338	
OG0022182	SPU_018344	
OG0022183	SPU_018345	
OG0022184	SPU_018346	
OG0022185	SPU_018347	
OG0022186	SPU_018349	
OG0022187	SPU_018350	
OG0022188	SPU_018358	
OG0022189	SPU_018359	
OG0022190	SPU_018362	
OG0022191	SPU_018364	
OG0022192	SPU_018365	
OG0022193	SPU_018371	
OG0022194	SPU_018374	
OG0022195	SPU_018376	
OG0022196	SPU_018379	
OG0022197	SPU_018382	
OG0022198	SPU_018385	
OG0022199	SPU_018387	
OG0022200	SPU_018389	
OG0022201	SPU_018391	
OG0022202	SPU_018395	
OG0022203	SPU_018398	
OG0022204	SPU_018401	
OG0022205	SPU_018405	
OG0022206	SPU_018411	
OG0022207	SPU_018412	
OG0022208	SPU_018415	
OG0022209	SPU_018416	
OG0022210	SPU_018420	
OG0022211	SPU_018425	
OG0022212	SPU_018427	
OG0022213	SPU_018436	
OG0022214	SPU_018437	
OG0022215	SPU_018438	
OG0022216	SPU_018445	
OG0022217	SPU_018448	
OG0022218	SPU_018449	
OG0022219	SPU_018451	
OG0022220	SPU_018452	
OG0022221	SPU_018453	
OG0022222	SPU_018455	
OG0022223	SPU_018456	
OG0022224	SPU_018459	
OG0022225	SPU_018461	
OG0022226	SPU_018462	
OG0022227	SPU_018464	
OG0022228	SPU_018467	
OG0022229	SPU_018469	
OG0022230	SPU_018470	
OG0022231	SPU_018473	
OG0022232	SPU_018477	
OG0022233	SPU_018486	
OG0022234	SPU_018487	
OG0022235	SPU_018491	
OG0022236	SPU_018493	
OG0022237	SPU_018494	
OG0022238	SPU_018499	
OG0022239	SPU_018502	
OG0022240	SPU_018504	
OG0022241	SPU_018509	
OG0022242	SPU_018511	
OG0022243	SPU_018514	
OG0022244	SPU_018517	
OG0022245	SPU_018520	
OG0022246	SPU_018521	
OG0022247	SPU_018526	
OG0022248	SPU_018538	
OG0022249	SPU_018539	
OG0022250	SPU_018548	
OG0022251	SPU_018550	
OG0022252	SPU_018552	
OG0022253	SPU_018553	
OG0022254	SPU_018554	
OG0022255	SPU_018558	
OG0022256	SPU_018559	
OG0022257	SPU_018560	
OG0022258	SPU_018564	
OG0022259	SPU_018565	
OG0022260	SPU_018568	
OG0022261	SPU_018569	
OG0022262	SPU_018571	
OG0022263	SPU_018572	
OG0022264	SPU_018573	
OG0022265	SPU_018574	
OG0022266	SPU_018580	
OG0022267	SPU_018589	
OG0022268	SPU_018590	
OG0022269	SPU_018591	
OG0022270	SPU_018592	
OG0022271	SPU_018595	
OG0022272	SPU_018600	
OG0022273	SPU_018602	
OG0022274	SPU_018603	
OG0022275	SPU_018604	
OG0022276	SPU_018605	
OG0022277	SPU_018606	
OG0022278	SPU_018609	
OG0022279	SPU_018610	
OG0022280	SPU_018611	
OG0022281	SPU_018612	
OG0022282	SPU_018613	
OG0022283	SPU_018614	
OG0022284	SPU_018621	
OG0022285	SPU_018622	
OG0022286	SPU_018625	
OG0022287	SPU_018627	
OG0022288	SPU_018628	
OG0022289	SPU_018635	
OG0022290	SPU_018636	
OG0022291	SPU_018638	
OG0022292	SPU_018639	
OG0022293	SPU_018640	
OG0022294	SPU_018641	
OG0022295	SPU_018655	
OG0022296	SPU_018660	
OG0022297	SPU_018665	
OG0022298	SPU_018667	
OG0022299	SPU_018668	
OG0022300	SPU_018669	
OG0022301	SPU_018670	
OG0022302	SPU_018671	
OG0022303	SPU_018672	
OG0022304	SPU_018675	
OG0022305	SPU_018679	
OG0022306	SPU_018681	
OG0022307	SPU_018682	
OG0022308	SPU_018683	
OG0022309	SPU_018687	
OG0022310	SPU_018689	
OG0022311	SPU_018690	
OG0022312	SPU_018691	
OG0022313	SPU_018693	
OG0022314	SPU_018696	
OG0022315	SPU_018698	
OG0022316	SPU_018699	
OG0022317	SPU_018704	
OG0022318	SPU_018709	
OG0022319	SPU_018710	
OG0022320	SPU_018711	
OG0022321	SPU_018712	
OG0022322	SPU_018714	
OG0022323	SPU_018719	
OG0022324	SPU_018725	
OG0022325	SPU_018726	
OG0022326	SPU_018727	
OG0022327	SPU_018728	
OG0022328	SPU_018730	
OG0022329	SPU_018731	
OG0022330	SPU_018733	
OG0022331	SPU_018734	
OG0022332	SPU_018738	
OG0022333	SPU_018739	
OG0022334	SPU_018741	
OG0022335	SPU_018742	
OG0022336	SPU_018745	
OG0022337	SPU_018747	
OG0022338	SPU_018749	
OG0022339	SPU_018753	
OG0022340	SPU_018754	
OG0022341	SPU_018755	
OG0022342	SPU_018756	
OG0022343	SPU_018757	
OG0022344	SPU_018759	
OG0022345	SPU_018760	
OG0022346	SPU_018770	
OG0022347	SPU_018775	
OG0022348	SPU_018778	
OG0022349	SPU_018784	
OG0022350	SPU_018793	
OG0022351	SPU_018794	
OG0022352	SPU_018798	
OG0022353	SPU_018799	
OG0022354	SPU_018803	
OG0022355	SPU_018814	
OG0022356	SPU_018815	
OG0022357	SPU_018817	
OG0022358	SPU_018818	
OG0022359	SPU_018819	
OG0022360	SPU_018822	
OG0022361	SPU_018824	
OG0022362	SPU_018827	
OG0022363	SPU_018830	
OG0022364	SPU_018831	
OG0022365	SPU_018834	
OG0022366	SPU_018835	
OG0022367	SPU_018836	
OG0022368	SPU_018837	
OG0022369	SPU_018842	
OG0022370	SPU_018843	
OG0022371	SPU_018846	
OG0022372	SPU_018847	
OG0022373	SPU_018852	
OG0022374	SPU_018856	
OG0022375	SPU_018857	
OG0022376	SPU_018858	
OG0022377	SPU_018864	
OG0022378	SPU_018865	
OG0022379	SPU_018868	
OG0022380	SPU_018871	
OG0022381	SPU_018873	
OG0022382	SPU_018874	
OG0022383	SPU_018875	
OG0022384	SPU_018876	
OG0022385	SPU_018877	
OG0022386	SPU_018878	
OG0022387	SPU_018881	
OG0022388	SPU_018883	
OG0022389	SPU_018885	
OG0022390	SPU_018886	
OG0022391	SPU_018895	
OG0022392	SPU_018903	
OG0022393	SPU_018911	
OG0022394	SPU_018912	
OG0022395	SPU_018913	
OG0022396	SPU_018914	
OG0022397	SPU_018916	
OG0022398	SPU_018917	
OG0022399	SPU_018918	
OG0022400	SPU_018920	
OG0022401	SPU_018925	
OG0022402	SPU_018926	
OG0022403	SPU_018927	
OG0022404	SPU_018930	
OG0022405	SPU_018935	
OG0022406	SPU_018936	
OG0022407	SPU_018938	
OG0022408	SPU_018940	
OG0022409	SPU_018941	
OG0022410	SPU_018946	
OG0022411	SPU_018947	
OG0022412	SPU_018948	
OG0022413	SPU_018949	
OG0022414	SPU_018950	
OG0022415	SPU_018953	
OG0022416	SPU_018956	
OG0022417	SPU_018959	
OG0022418	SPU_018960	
OG0022419	SPU_018961	
OG0022420	SPU_018966	
OG0022421	SPU_018967	
OG0022422	SPU_018969	
OG0022423	SPU_018971	
OG0022424	SPU_018976	
OG0022425	SPU_018983	
OG0022426	SPU_018988	
OG0022427	SPU_018989	
OG0022428	SPU_018990	
OG0022429	SPU_018993	
OG0022430	SPU_018994	
OG0022431	SPU_018995	
OG0022432	SPU_018999	
OG0022433	SPU_019000	
OG0022434	SPU_019003	
OG0022435	SPU_019013	
OG0022436	SPU_019015	
OG0022437	SPU_019018	
OG0022438	SPU_019028	
OG0022439	SPU_019029	
OG0022440	SPU_019036	
OG0022441	SPU_019038	
OG0022442	SPU_019043	
OG0022443	SPU_019047	
OG0022444	SPU_019048	
OG0022445	SPU_019050	
OG0022446	SPU_019055	
OG0022447	SPU_019057	
OG0022448	SPU_019058	
OG0022449	SPU_019060	
OG0022450	SPU_019066	
OG0022451	SPU_019069	
OG0022452	SPU_019070	
OG0022453	SPU_019072	
OG0022454	SPU_019073	
OG0022455	SPU_019075	
OG0022456	SPU_019076	
OG0022457	SPU_019077	
OG0022458	SPU_019079	
OG0022459	SPU_019080	
OG0022460	SPU_019083	
OG0022461	SPU_019084	
OG0022462	SPU_019093	
OG0022463	SPU_019100	
OG0022464	SPU_019103	
OG0022465	SPU_019104	
OG0022466	SPU_019105	
OG0022467	SPU_019106	
OG0022468	SPU_019109	
OG0022469	SPU_019110	
OG0022470	SPU_019112	
OG0022471	SPU_019114	
OG0022472	SPU_019115	
OG0022473	SPU_019116	
OG0022474	SPU_019121	
OG0022475	SPU_019124	
OG0022476	SPU_019130	
OG0022477	SPU_019131	
OG0022478	SPU_019136	
OG0022479	SPU_019140	
OG0022480	SPU_019142	
OG0022481	SPU_019143	
OG0022482	SPU_019144	
OG0022483	SPU_019145	
OG0022484	SPU_019146	
OG0022485	SPU_019150	
OG0022486	SPU_019151	
OG0022487	SPU_019154	
OG0022488	SPU_019159	
OG0022489	SPU_019160	
OG0022490	SPU_019163	
OG0022491	SPU_019167	
OG0022492	SPU_019171	
OG0022493	SPU_019172	
OG0022494	SPU_019175	
OG0022495	SPU_019176	
OG0022496	SPU_019178	
OG0022497	SPU_019179	
OG0022498	SPU_019180	
OG0022499	SPU_019181	
OG0022500	SPU_019182	
OG0022501	SPU_019183	
OG0022502	SPU_019185	
OG0022503	SPU_019186	
OG0022504	SPU_019187	
OG0022505	SPU_019193	
OG0022506	SPU_019195	
OG0022507	SPU_019196	
OG0022508	SPU_019199	
OG0022509	SPU_019200	
OG0022510	SPU_019201	
OG0022511	SPU_019207	
OG0022512	SPU_019211	
OG0022513	SPU_019215	
OG0022514	SPU_019218	
OG0022515	SPU_019219	
OG0022516	SPU_019221	
OG0022517	SPU_019229	
OG0022518	SPU_019234	
OG0022519	SPU_019236	
OG0022520	SPU_019237	
OG0022521	SPU_019240	
OG0022522	SPU_019242	
OG0022523	SPU_019243	
OG0022524	SPU_019247	
OG0022525	SPU_019248	
OG0022526	SPU_019255	
OG0022527	SPU_019256	
OG0022528	SPU_019266	
OG0022529	SPU_019267	
OG0022530	SPU_019269	
OG0022531	SPU_019273	
OG0022532	SPU_019274	
OG0022533	SPU_019275	
OG0022534	SPU_019279	
OG0022535	SPU_019281	
OG0022536	SPU_019285	
OG0022537	SPU_019293	
OG0022538	SPU_019294	
OG0022539	SPU_019302	
OG0022540	SPU_019305	
OG0022541	SPU_019307	
OG0022542	SPU_019311	
OG0022543	SPU_019315	
OG0022544	SPU_019319	
OG0022545	SPU_019320	
OG0022546	SPU_019325	
OG0022547	SPU_019326	
